user_id,variant,signup_date,converted,time_to_convert,sessions_7d,retained_7d
189,treatment,2025-01-23 23:04:11,0,,3,0
190,treatment,2025-01-01 09:59:14,0,,2,1
191,treatment,2025-01-26 23:51:49,0,,2,0
192,treatment,2025-01-16 19:40:53,0,,0,0
193,treatment,2025-01-18 03:07:15,0,,0,0
194,treatment,2025-01-03 15:28:24,0,,1,1
195,treatment,2025-01-01 14:13:46,0,,2,0
196,treatment,2025-01-29 03:57:58,0,,1,0
197,treatment,2025-01-09 00:09:17,1,3.6372341009854465,3,1
198,treatment,2025-01-11 03:20:31,0,,3,0
199,treatment,2025-01-12 17:08:37,0,,0,0
200,treatment,2025-01-28 02:33:55,0,,3,0
201,treatment,2025-01-08 14:28:04,0,,0,0
202,treatment,2025-01-19 14:21:12,0,,1,1
203,treatment,2025-01-30 05:13:08,1,68.65338215951655,0,0
204,treatment,2025-01-28 13:45:47,0,,0,0
205,treatment,2025-01-16 23:25:46,0,,2,1
206,treatment,2025-01-09 02:26:23,0,,3,0
207,treatment,2025-01-03 03:53:53,0,,0,0
208,treatment,2025-01-19 01:27:53,1,22.168250967382704,3,1
209,treatment,2025-01-18 15:21:42,1,23.908209137857707,9,0
210,treatment,2025-01-26 16:22:58,0,,2,0
211,treatment,2025-01-10 08:59:02,1,7.575207628353564,6,1
212,treatment,2025-01-06 07:34:57,1,41.541155332083406,8,0
213,treatment,2025-01-22 12:33:02,0,,1,1
214,treatment,2025-01-07 11:03:41,0,,2,0
215,treatment,2025-01-10 02:08:52,0,,1,0
216,treatment,2025-01-24 21:11:39,0,,1,0
217,treatment,2025-01-11 12:59:35,0,,4,0
218,treatment,2025-01-12 13:29:34,0,,1,1
219,treatment,2025-01-15 23:46:00,0,,0,0
220,treatment,2025-01-15 07:06:42,0,,2,0
221,treatment,2025-01-30 13:07:31,0,,0,0
222,treatment,2025-01-30 19:12:34,0,,1,0
223,treatment,2025-01-10 04:28:39,0,,0,0
224,treatment,2025-01-20 09:30:43,0,,0,0
225,treatment,2025-01-26 05:45:12,0,,0,0
226,treatment,2025-01-06 16:23:56,0,,4,1
227,treatment,2025-01-13 10:22:15,0,,0,0
228,treatment,2025-01-20 23:21:30,0,,1,1
229,treatment,2025-01-14 03:26:04,0,,1,0
230,treatment,2025-01-23 23:26:49,0,,1,0
231,treatment,2025-01-26 10:12:48,0,,4,0
232,treatment,2025-01-11 05:34:16,0,,0,0
233,treatment,2025-01-20 23:34:30,0,,3,0
234,treatment,2025-01-06 10:40:52,0,,0,0
235,treatment,2025-01-30 00:59:15,0,,1,1
236,treatment,2025-01-06 15:49:32,0,,2,0
237,treatment,2025-01-16 21:49:32,0,,0,0
238,treatment,2025-01-15 04:52:45,1,11.321157308843961,5,0
239,treatment,2025-01-02 14:29:23,0,,1,0
240,treatment,2025-01-09 22:40:00,1,1.552624736911849,7,0
241,treatment,2025-01-18 23:48:30,0,,0,0
242,treatment,2025-01-03 15:08:06,0,,0,0
243,treatment,2025-01-03 16:38:52,0,,0,0
244,treatment,2025-01-27 17:43:02,0,,1,0
245,treatment,2025-01-18 23:41:34,0,,1,0
246,treatment,2025-01-03 14:24:55,0,,2,0
247,treatment,2025-01-29 19:01:22,0,,0,0
248,treatment,2025-01-23 23:41:02,0,,0,0
249,treatment,2025-01-15 21:28:56,0,,1,0
250,treatment,2025-01-04 06:48:27,0,,4,0
251,treatment,2025-01-20 03:55:43,0,,2,0
252,treatment,2025-01-13 16:33:33,0,,0,0
253,treatment,2025-01-01 21:58:03,0,,1,1
254,treatment,2025-01-08 13:40:37,0,,0,0
255,treatment,2025-01-08 01:26:36,0,,1,0
256,treatment,2025-01-05 11:56:30,0,,0,0
257,treatment,2025-01-12 02:26:32,0,,1,0
258,treatment,2025-01-22 18:32:55,0,,0,0
259,treatment,2025-01-30 10:17:17,0,,1,0
260,treatment,2025-01-04 21:29:45,0,,1,0
261,treatment,2025-01-03 00:54:36,1,34.80392557155461,4,0
262,treatment,2025-01-09 08:16:41,0,,0,0
263,treatment,2025-01-10 18:28:12,0,,0,0
264,treatment,2025-01-20 13:38:16,1,15.58701776191244,6,0
265,treatment,2025-01-09 10:38:17,0,,0,0
266,treatment,2025-01-08 04:02:49,0,,2,0
267,treatment,2025-01-26 05:38:58,0,,1,1
268,treatment,2025-01-04 01:28:20,0,,1,0
269,treatment,2025-01-15 02:04:20,0,,2,0
270,treatment,2025-01-22 10:15:17,1,5.959575062777931,6,0
271,treatment,2025-01-04 11:40:07,0,,1,1
272,treatment,2025-01-01 08:46:25,0,,2,0
273,treatment,2025-01-28 12:17:54,0,,0,0
274,treatment,2025-01-03 21:17:54,0,,2,0
275,treatment,2025-01-15 13:25:49,0,,0,0
276,treatment,2025-01-16 13:17:42,0,,0,0
277,treatment,2025-01-08 23:48:13,1,10.384576609700257,4,1
278,treatment,2025-01-16 22:52:49,0,,0,0
279,treatment,2025-01-26 22:46:24,0,,0,0
280,treatment,2025-01-05 16:43:24,0,,0,0
281,treatment,2025-01-13 15:41:54,0,,0,0
282,treatment,2025-01-27 14:44:44,0,,1,1
283,treatment,2025-01-17 23:01:31,0,,0,0
284,treatment,2025-01-23 11:40:11,1,26.66660241579668,7,1
285,treatment,2025-01-23 04:22:25,0,,0,0
286,treatment,2025-01-14 23:17:48,0,,0,0
287,treatment,2025-01-17 01:16:20,0,,0,0
288,treatment,2025-01-20 19:52:16,0,,1,0
289,treatment,2025-01-21 22:06:50,1,60.65281597357631,6,1
290,treatment,2025-01-16 13:07:56,0,,2,1
291,treatment,2025-01-18 22:21:42,0,,2,0
292,treatment,2025-01-12 04:01:58,0,,1,1
293,treatment,2025-01-18 10:47:10,0,,0,0
294,treatment,2025-01-15 03:34:31,0,,4,0
295,treatment,2025-01-06 08:33:05,0,,0,0
296,treatment,2025-01-12 07:41:20,0,,3,0
297,treatment,2025-01-27 23:08:21,0,,3,0
298,treatment,2025-01-23 10:32:42,0,,0,0
299,treatment,2025-01-13 17:41:40,0,,0,0
300,treatment,2025-01-08 16:34:28,0,,1,0
301,treatment,2025-01-05 03:38:10,0,,0,0
302,treatment,2025-01-24 15:27:03,0,,1,0
303,treatment,2025-01-03 14:30:49,0,,3,1
304,treatment,2025-01-13 18:08:47,0,,1,0
305,treatment,2025-01-25 03:30:13,0,,2,0
306,treatment,2025-01-12 10:17:51,0,,1,0
307,treatment,2025-01-03 23:48:37,0,,0,0
308,treatment,2025-01-09 03:57:55,0,,0,0
309,treatment,2025-01-15 11:47:58,0,,1,0
310,treatment,2025-01-25 09:57:21,0,,1,1
311,treatment,2025-01-23 13:23:42,0,,1,0
312,treatment,2025-01-22 19:09:36,0,,0,0
313,treatment,2025-01-02 19:14:43,0,,0,0
314,treatment,2025-01-16 20:31:49,0,,0,0
315,treatment,2025-01-17 20:17:45,0,,0,0
316,treatment,2025-01-15 09:51:17,0,,1,1
317,treatment,2025-01-21 22:13:12,0,,1,1
318,treatment,2025-01-13 12:44:20,0,,3,0
319,treatment,2025-01-15 09:52:09,0,,1,0
320,treatment,2025-01-25 11:26:25,0,,1,0
321,treatment,2025-01-07 12:51:18,0,,0,0
322,treatment,2025-01-14 23:14:21,0,,0,0
323,treatment,2025-01-09 14:11:36,0,,0,0
324,treatment,2025-01-03 23:34:41,0,,1,0
325,treatment,2025-01-03 05:45:10,0,,2,0
326,treatment,2025-01-09 01:01:32,1,1.7910174212781587,3,1
327,treatment,2025-01-05 08:52:19,0,,2,0
328,treatment,2025-01-10 18:09:41,0,,1,0
329,treatment,2025-01-27 22:12:21,1,9.51162867786133,5,0
330,treatment,2025-01-10 15:57:16,0,,0,0
331,treatment,2025-01-15 19:43:37,1,11.970233156917613,6,1
332,treatment,2025-01-15 17:08:20,0,,1,0
333,treatment,2025-01-08 17:45:55,0,,0,0
334,treatment,2025-01-20 06:25:42,0,,1,1
335,treatment,2025-01-02 08:53:33,0,,0,0
336,treatment,2025-01-03 11:50:00,1,55.27902601784148,4,1
337,treatment,2025-01-23 04:52:50,0,,1,0
338,treatment,2025-01-09 18:29:31,0,,0,0
339,treatment,2025-01-04 07:48:33,0,,1,0
340,treatment,2025-01-04 09:38:14,0,,0,0
341,treatment,2025-01-22 12:27:14,0,,1,0
342,treatment,2025-01-18 06:04:47,0,,1,0
343,treatment,2025-01-27 03:42:56,0,,1,0
344,treatment,2025-01-12 05:03:36,0,,1,0
345,treatment,2025-01-13 08:05:23,0,,3,0
346,treatment,2025-01-15 01:01:01,0,,0,0
347,treatment,2025-01-11 00:10:45,1,0.3569221666757227,4,1
348,treatment,2025-01-12 06:19:41,0,,0,0
349,treatment,2025-01-24 20:42:54,0,,0,0
350,treatment,2025-01-21 10:25:24,0,,0,0
351,treatment,2025-01-23 20:39:14,0,,2,1
352,treatment,2025-01-12 02:50:12,0,,0,0
353,treatment,2025-01-23 09:08:51,0,,1,0
354,treatment,2025-01-29 03:08:45,0,,0,0
355,treatment,2025-01-06 16:00:26,0,,3,0
356,treatment,2025-01-15 20:19:49,0,,1,0
357,treatment,2025-01-18 19:15:12,0,,2,1
358,treatment,2025-01-28 07:24:19,0,,0,0
359,treatment,2025-01-29 22:43:22,0,,1,0
360,treatment,2025-01-21 00:17:37,0,,1,0
361,treatment,2025-01-10 10:57:32,0,,4,0
362,treatment,2025-01-06 03:02:19,1,6.552525545030217,6,1
363,treatment,2025-01-13 05:14:35,0,,1,0
364,treatment,2025-01-27 20:34:44,1,0.7752707967976181,4,1
365,treatment,2025-01-02 15:13:34,0,,0,0
366,treatment,2025-01-12 21:41:34,0,,1,0
367,treatment,2025-01-08 06:44:45,0,,0,0
368,treatment,2025-01-24 07:15:21,1,1.7148981491387219,5,1
369,treatment,2025-01-11 22:08:13,1,64.29096309308841,3,1
370,treatment,2025-01-16 20:41:25,0,,2,1
371,treatment,2025-01-19 17:38:22,0,,1,0
372,treatment,2025-01-15 06:42:21,0,,2,1
373,treatment,2025-01-11 04:25:03,0,,0,0
374,treatment,2025-01-12 07:53:56,0,,4,0
375,treatment,2025-01-29 18:14:44,0,,2,1
376,treatment,2025-01-06 05:19:17,0,,0,0
377,treatment,2025-01-25 13:02:19,1,3.6020360230150983,3,1
378,treatment,2025-01-30 04:01:47,0,,1,0
379,treatment,2025-01-23 23:08:37,0,,3,1
380,treatment,2025-01-22 03:12:57,1,5.665273347157338,5,0
381,treatment,2025-01-27 02:02:02,0,,1,0
382,treatment,2025-01-20 11:07:21,0,,0,0
383,treatment,2025-01-15 09:18:05,0,,1,0
384,treatment,2025-01-23 09:31:30,0,,1,1
385,treatment,2025-01-19 07:34:20,0,,1,1
386,treatment,2025-01-26 11:24:04,1,3.929365045250907,1,1
387,treatment,2025-01-11 19:08:03,0,,2,1
388,treatment,2025-01-06 15:04:35,1,13.333909141524284,2,1
389,treatment,2025-01-28 22:46:42,1,8.136470167205097,5,1
390,treatment,2025-01-22 03:47:02,0,,1,0
391,treatment,2025-01-15 22:40:10,0,,0,0
392,treatment,2025-01-18 09:06:24,0,,1,0
393,treatment,2025-01-08 10:05:47,0,,1,1
394,treatment,2025-01-08 16:21:29,0,,0,0
395,treatment,2025-01-27 22:08:53,0,,1,0
396,treatment,2025-01-26 05:42:01,0,,0,0
397,treatment,2025-01-07 19:05:00,0,,1,0
398,treatment,2025-01-16 11:22:01,1,26.034602029028783,5,1
399,treatment,2025-01-20 19:27:26,0,,1,0
400,treatment,2025-01-08 16:41:57,0,,0,0
401,treatment,2025-01-01 05:27:55,0,,1,0
402,treatment,2025-01-04 03:00:40,0,,0,0
403,treatment,2025-01-14 05:57:00,0,,0,0
404,treatment,2025-01-28 18:41:21,0,,0,0
405,treatment,2025-01-10 15:35:31,0,,1,1
406,treatment,2025-01-02 08:02:39,0,,3,0
407,treatment,2025-01-20 11:52:31,0,,2,0
408,treatment,2025-01-19 12:23:12,0,,2,1
409,treatment,2025-01-14 23:49:08,0,,0,0
410,treatment,2025-01-02 11:55:50,0,,2,0
411,treatment,2025-01-28 12:29:30,1,24.608738012049084,3,1
412,treatment,2025-01-20 04:05:21,0,,0,0
413,treatment,2025-01-19 23:08:17,0,,1,0
414,treatment,2025-01-26 02:02:34,0,,0,0
415,treatment,2025-01-08 05:27:26,0,,0,0
416,treatment,2025-01-04 06:00:52,0,,0,0
417,treatment,2025-01-11 00:18:59,0,,0,0
418,treatment,2025-01-23 08:29:02,0,,1,0
419,treatment,2025-01-27 06:03:05,0,,1,0
420,treatment,2025-01-11 03:46:51,0,,1,0
421,treatment,2025-01-27 16:54:09,1,11.634697973730075,2,1
422,treatment,2025-01-23 02:49:07,0,,0,0
423,treatment,2025-01-05 19:10:00,0,,2,0
424,treatment,2025-01-15 13:05:15,0,,1,0
425,treatment,2025-01-07 02:47:03,0,,1,0
426,treatment,2025-01-11 14:33:03,0,,0,0
427,treatment,2025-01-04 03:55:49,0,,1,0
428,treatment,2025-01-17 10:46:14,0,,2,0
429,treatment,2025-01-01 09:21:31,0,,1,1
430,treatment,2025-01-10 05:09:44,1,0.5960783230993896,5,0
431,treatment,2025-01-20 17:29:41,0,,0,0
432,treatment,2025-01-24 02:29:30,0,,1,0
433,treatment,2025-01-07 04:13:54,0,,1,1
434,treatment,2025-01-14 04:38:49,0,,0,0
435,treatment,2025-01-19 09:56:03,0,,1,0
436,treatment,2025-01-06 00:51:11,0,,3,1
437,treatment,2025-01-20 16:49:19,0,,0,0
438,treatment,2025-01-16 04:07:55,0,,0,0
439,treatment,2025-01-01 10:42:27,0,,1,0
440,treatment,2025-01-09 17:28:25,0,,0,0
441,treatment,2025-01-08 06:13:40,1,7.246572238024186,10,1
442,treatment,2025-01-20 18:02:13,0,,1,0
443,treatment,2025-01-30 15:40:46,0,,1,0
444,treatment,2025-01-06 08:36:41,0,,0,0
445,treatment,2025-01-12 05:40:34,0,,4,0
446,treatment,2025-01-16 07:57:47,0,,0,0
447,treatment,2025-01-14 16:55:41,0,,0,0
448,treatment,2025-01-12 04:35:20,1,12.651127533205639,3,0
449,treatment,2025-01-15 11:30:11,1,41.95039254593504,7,1
450,treatment,2025-01-10 20:52:26,0,,2,0
451,treatment,2025-01-18 04:25:38,0,,2,0
452,treatment,2025-01-12 14:53:21,0,,1,0
453,treatment,2025-01-27 20:38:35,0,,1,0
454,treatment,2025-01-02 00:37:48,0,,2,0
455,treatment,2025-01-19 00:19:56,0,,0,0
456,treatment,2025-01-05 04:40:55,0,,2,1
457,treatment,2025-01-25 03:01:44,1,0.8115647552221585,5,0
458,treatment,2025-01-01 20:31:09,0,,0,0
459,treatment,2025-01-03 08:13:36,0,,0,0
460,treatment,2025-01-16 20:21:17,0,,1,0
461,treatment,2025-01-04 01:52:52,0,,1,0
462,treatment,2025-01-27 09:06:16,0,,0,0
463,treatment,2025-01-28 16:41:59,0,,2,0
464,treatment,2025-01-20 23:15:22,0,,0,0
465,treatment,2025-01-03 05:28:32,0,,3,0
466,treatment,2025-01-28 06:01:16,0,,3,0
467,treatment,2025-01-25 03:49:02,1,18.51649336257584,3,1
468,treatment,2025-01-01 02:57:31,0,,1,0
469,treatment,2025-01-16 21:07:50,0,,3,0
470,treatment,2025-01-10 21:57:06,0,,3,0
471,treatment,2025-01-02 20:50:45,0,,3,0
472,treatment,2025-01-21 06:46:14,0,,0,0
473,treatment,2025-01-21 03:42:53,0,,0,0
474,treatment,2025-01-16 18:08:23,0,,2,0
475,treatment,2025-01-27 22:50:48,0,,1,0
476,treatment,2025-01-08 19:00:18,0,,2,0
477,treatment,2025-01-30 09:02:23,0,,2,0
478,treatment,2025-01-30 07:02:51,0,,0,0
479,treatment,2025-01-23 07:11:51,0,,1,0
480,treatment,2025-01-01 04:48:17,0,,0,0
481,treatment,2025-01-22 00:27:10,0,,1,0
482,treatment,2025-01-17 16:45:21,0,,1,1
483,treatment,2025-01-19 06:30:08,0,,1,0
484,treatment,2025-01-08 11:13:14,0,,0,0
485,treatment,2025-01-15 11:42:55,0,,1,1
486,treatment,2025-01-28 04:00:52,0,,1,0
487,treatment,2025-01-25 08:46:28,0,,2,1
488,treatment,2025-01-22 11:25:46,0,,1,0
489,treatment,2025-01-20 11:38:43,0,,1,1
490,treatment,2025-01-01 13:54:58,0,,2,0
491,treatment,2025-01-30 16:19:55,0,,1,0
492,treatment,2025-01-07 12:07:40,0,,1,0
493,treatment,2025-01-22 11:20:27,0,,0,0
494,treatment,2025-01-27 07:21:59,0,,0,0
495,treatment,2025-01-27 00:12:55,1,12.90795258087159,7,0
496,treatment,2025-01-07 03:46:12,0,,0,0
497,treatment,2025-01-07 19:59:41,1,69.87133751024032,4,1
498,treatment,2025-01-11 07:14:43,0,,0,0
499,treatment,2025-01-04 22:46:47,0,,2,0
500,treatment,2025-01-14 10:49:49,0,,1,0
501,treatment,2025-01-14 21:05:51,0,,0,0
502,treatment,2025-01-12 20:08:12,0,,2,0
503,treatment,2025-01-04 19:42:50,1,71.18022492873655,4,0
504,treatment,2025-01-29 05:00:45,0,,1,0
505,treatment,2025-01-13 19:33:49,0,,0,0
506,treatment,2025-01-23 15:40:33,0,,1,1
507,treatment,2025-01-29 01:52:00,0,,1,1
508,treatment,2025-01-29 05:09:27,0,,3,1
509,treatment,2025-01-17 01:29:44,0,,0,0
510,treatment,2025-01-05 04:41:02,1,8.579399945987614,3,0
511,treatment,2025-01-06 17:59:22,0,,1,0
512,treatment,2025-01-03 04:09:31,0,,0,0
513,treatment,2025-01-08 09:54:33,0,,0,0
514,treatment,2025-01-06 22:35:13,0,,2,0
515,treatment,2025-01-11 06:31:56,0,,2,1
516,treatment,2025-01-20 11:55:32,0,,1,0
517,treatment,2025-01-07 12:17:01,0,,2,0
518,treatment,2025-01-15 00:32:49,0,,2,0
519,treatment,2025-01-15 19:19:40,0,,1,1
